Entity,Code,Day,2021,2020,"Projected, 2020",2015,2016,2017,2018,2019,2022,2023
Malta,MLT,2020-03-01,108,69,86.6,95,53,63,90,107,104,90
Malta,MLT,2020-03-08,105,70,84.2,75,64,78,91,88,100,91
Malta,MLT,2020-03-15,94,90,77.8,95,60,60,77,72,84,93
Malta,MLT,2020-03-22,86,105,81.2,81,66,71,76,87,80,68
Malta,MLT,2020-03-29,77,81,72.6,76,57,74,56,75,81,69
Malta,MLT,2020-04-05,66,75,76.8,69,68,68,79,75,106,80
Malta,MLT,2020-04-12,70,79,71.6,74,58,70,63,68,77,66
Malta,MLT,2020-04-19,65,93,72,65,58,69,68,75,85,75
Malta,MLT,2020-04-26,59,57,65.8,56,54,62,68,64,87,75
Malta,MLT,2020-05-03,70,75,71.2,63,57,66,73,72,73,80
Malta,MLT,2020-05-10,77,72,70.2,54,67,67,68,70,72,80
Malta,MLT,2020-05-17,75,71,65.4,49,61,58,71,63,71,67
Malta,MLT,2020-05-24,78,53,66.2,69,58,57,72,50,56,58
Malta,MLT,2020-05-31,53,68,70.6,54,67,65,69,73,63,67
Malta,MLT,2020-06-07,59,65,62.8,61,54,57,64,53,79,75
Malta,MLT,2020-06-14,69,58,69.2,66,53,53,75,74,80,61
Malta,MLT,2020-06-21,57,62,60.8,50,58,49,59,63,68,79
Malta,MLT,2020-06-28,94,49,63.8,50,43,65,64,72,61,61
Malta,MLT,2020-07-05,68,71,64.4,53,65,62,62,55,88,77
Malta,MLT,2020-07-12,79,66,65.2,58,73,42,60,68,76,84
Malta,MLT,2020-07-19,64,66,59.2,48,50,54,69,50,83,90
Malta,MLT,2020-07-26,62,62,67.2,68,51,62,65,65,67,133
Malta,MLT,2020-08-02,97,70,68,65,47,77,58,68,67,72
Malta,MLT,2020-08-09,97,71,68,58,57,74,54,72,79,72
Malta,MLT,2020-08-16,74,80,63,55,62,58,59,56,64,73
Malta,MLT,2020-08-23,77,83,61.2,47,65,59,64,46,55,73
Malta,MLT,2020-08-30,70,73,65,63,54,56,65,62,67,70
Malta,MLT,2020-09-06,72,71,66.8,60,65,55,55,74,75,70
Malta,MLT,2020-09-13,73,64,65.6,61,57,58,67,60,77,75
Malta,MLT,2020-09-20,50,64,58.8,53,67,40,56,53,56,63
Malta,MLT,2020-09-27,85,80,60.2,54,64,49,61,48,66,51
Malta,MLT,2020-10-04,66,84,61.6,47,58,55,60,63,75,64
Malta,MLT,2020-10-11,54,71,65.8,54,68,63,72,47,70,83
Malta,MLT,2020-10-18,87,62,68.6,67,76,61,51,63,83,61
Malta,MLT,2020-10-25,57,67,65.2,63,46,52,72,68,73,74
Malta,MLT,2020-11-01,72,90,65.4,67,60,75,49,51,80,58
Malta,MLT,2020-11-08,64,86,63.2,37,62,55,74,63,76,73
Malta,MLT,2020-11-15,82,97,72.2,60,66,78,66,66,77,62
Malta,MLT,2020-11-22,82,90,69.4,62,70,60,55,75,81,66
Malta,MLT,2020-11-29,80,93,73.8,69,62,68,69,76,66,64
Malta,MLT,2020-12-06,77,108,73,68,67,76,71,58,81,71
Malta,MLT,2020-12-13,88,102,75,61,78,76,78,57,79,84
Malta,MLT,2020-12-20,109,111,74.8,61,78,78,59,73,99,85
Malta,MLT,2020-12-27,100,114,91.2,74,81,92,100,84,86,93
Malta,MLT,2021-01-03,,90,91.2,,,,,,,
Martinique,MTQ,2020-01-05,74,51,66.9,61,62,72,55,56,84,77
Martinique,MTQ,2020-01-12,71,66,74.5,54,56,78,86,70,99,62
Martinique,MTQ,2020-01-19,65,70,72.5,58,75,66,66,69,96,74
Martinique,MTQ,2020-01-26,60,50,67.3,57,62,63,60,66,85,75
Martinique,MTQ,2020-02-02,70,72,67.9,49,62,60,74,66,101,55
Martinique,MTQ,2020-02-09,56,69,69.9,55,66,65,69,66,93,55
Martinique,MTQ,2020-02-16,69,59,72.7,78,65,56,65,71,86,68
Martinique,MTQ,2020-02-23,63,69,72.3,61,64,72,67,69,87,57
Martinique,MTQ,2020-03-01,62,56,75.5,68,72,63,68,78,96,76
Martinique,MTQ,2020-03-08,75,77,70.1,61,51,60,72,78,82,72
Martinique,MTQ,2020-03-15,69,62,70.7,64,68,75,52,66,81,72
Martinique,MTQ,2020-03-22,66,73,73.1,52,61,77,63,84,79,64
Martinique,MTQ,2020-03-29,67,66,67.7,55,69,59,64,63,71,60
Martinique,MTQ,2020-04-05,74,79,67.7,57,57,59,65,72,74,77
Martinique,MTQ,2020-04-12,61,72,64.1,71,49,51,48,73,57,68
Martinique,MTQ,2020-04-19,70,66,62.9,56,67,61,44,58,70,77
Martinique,MTQ,2020-04-26,70,60,70.7,47,70,72,72,64,71,80
Martinique,MTQ,2020-05-03,75,64,65.1,60,66,61,51,59,65,59
Martinique,MTQ,2020-05-10,51,79,63.3,47,53,59,55,74,85,84
Martinique,MTQ,2020-05-17,65,67,66.3,61,57,59,67,59,85,78
Martinique,MTQ,2020-05-24,86,61,71.3,54,65,55,70,84,95,62
Martinique,MTQ,2020-05-31,80,72,66.7,69,48,72,61,55,97,83
Martinique,MTQ,2020-06-07,75,51,71.5,62,62,65,68,72,98,76
Martinique,MTQ,2020-06-14,74,71,71.7,62,65,57,81,65,101,86
Martinique,MTQ,2020-06-21,84,79,64.7,61,58,50,58,68,99,68
Martinique,MTQ,2020-06-28,64,62,68.1,58,60,62,52,80,100,70
Martinique,MTQ,2020-07-05,82,66,74.1,58,76,76,61,71,95,63
Martinique,MTQ,2020-07-12,74,68,69.1,51,56,47,76,87,78,69
Martinique,MTQ,2020-07-19,84,65,69.9,58,55,72,66,70,52,71
Martinique,MTQ,2020-07-26,120,62,68.9,53,65,68,54,76,73,83
Martinique,MTQ,2020-08-02,181,65,71.1,58,70,63,54,82,83,84
Martinique,MTQ,2020-08-09,206,60,67.9,58,52,53,69,79,94,102
Martinique,MTQ,2020-08-16,219,75,71.3,60,78,66,59,65,66,77
Martinique,MTQ,2020-08-23,183,74,74.3,70,77,68,63,65,72,112
Martinique,MTQ,2020-08-30,182,68,64.3,48,62,69,58,56,83,99
Martinique,MTQ,2020-09-06,157,74,76.3,71,57,78,78,69,84,89
Martinique,MTQ,2020-09-13,107,93,66.1,67,58,50,62,65,86,88
Martinique,MTQ,2020-09-20,111,103,67.9,60,61,58,69,63,82,82
Martinique,MTQ,2020-09-27,88,82,62.9,59,53,55,63,56,69,85
Martinique,MTQ,2020-10-04,88,77,70.5,63,51,74,62,74,61,71
Martinique,MTQ,2020-10-11,95,74,63.3,40,57,56,62,73,69,72
Martinique,MTQ,2020-10-18,81,70,66.9,60,70,58,56,62,81,61
Martinique,MTQ,2020-10-25,80,67,63.3,51,55,63,66,53,69,75
Martinique,MTQ,2020-11-01,67,67,61.7,60,59,54,48,59,76,81
Martinique,MTQ,2020-11-08,75,66,65.5,56,63,58,49,73,89,65
Martinique,MTQ,2020-11-15,65,85,63.5,53,67,40,67,62,57,58
Martinique,MTQ,2020-11-22,89,68,62.5,43,54,54,61,72,78,69
Martinique,MTQ,2020-11-29,78,66,66.9,65,79,55,47,60,60,53
Martinique,MTQ,2020-12-06,81,59,67.5,63,63,53,67,63,70,64
Martinique,MTQ,2020-12-13,65,70,66.9,57,71,58,61,59,76,63
Martinique,MTQ,2020-12-20,93,60,74.7,60,83,65,70,67,73,75
Martinique,MTQ,2020-12-27,66,68,75.5,59,82,62,72,74,80,58
Martinique,MTQ,2021-01-03,,59,75.5,,,,,,,
Mauritius,MUS,2020-01-31,955,965,989.1,845,904,837,907,1019,1134,1004
Mauritius,MUS,2020-02-29,853,845,872.9,711,825,706,846,843,1071,930
Mauritius,MUS,2020-03-31,952,929,974.3,773,903,867,941,954,1306,931
Mauritius,MUS,2020-04-30,864,850,890.3,758,733,789,865,873,980,907
Mauritius,MUS,2020-05-31,888,893,930.7,771,858,835,868,888,1008,1054
Mauritius,MUS,2020-06-30,952,910,897.7,795,775,784,881,820,1020,912
Mauritius,MUS,2020-07-31,1012,1006,1076.9,847,1006,1001,1032,1065,1252,1003
Mauritius,MUS,2020-08-31,1178,1002,1017.9,905,883,945,905,1018,1201,991
Mauritius,MUS,2020-09-30,1203,906,993.3,829,928,898,906,972,1002,943
Mauritius,MUS,2020-10-31,1220,932,948.7,804,855,845,888,918,1002,1015
Mauritius,MUS,2020-11-30,1761,899,898.7,840,758,782,848,832,970,995
Mauritius,MUS,2020-12-31,1436,923,954.3,869,746,851,900,972,992,1154
Mayotte,MYT,2020-01-05,26,13,13.8,8,14,14,14,10,27,14
Mayotte,MYT,2020-01-12,19,17,15.8,12,9,9,25,15,29,18
Mayotte,MYT,2020-01-19,20,16,14.8,13,11,11,18,12,31,20
Mayotte,MYT,2020-01-26,23,14,18.8,15,17,19,13,21,23,14
Mayotte,MYT,2020-02-02,22,10,15.4,18,12,7,20,11,16,18
Mayotte,MYT,2020-02-09,49,28,15.8,13,18,14,14,11,13,22
Mayotte,MYT,2020-02-16,48,14,16.8,18,17,17,14,9,11,16
Mayotte,MYT,2020-02-23,46,23,13.8,9,8,15,11,17,17,14
Mayotte,MYT,2020-03-01,38,22,15,11,12,15,10,18,19,10
Mayotte,MYT,2020-03-08,34,16,17.8,13,17,26,14,10,24,22
Mayotte,MYT,2020-03-15,21,20,16,12,13,18,13,15,15,21
Mayotte,MYT,2020-03-22,20,23,14.4,5,15,15,9,19,19,15
Mayotte,MYT,2020-03-29,22,20,17.8,14,15,9,20,22,18,22
Mayotte,MYT,2020-04-05,15,29,13,8,10,15,9,14,15,16
Mayotte,MYT,2020-04-12,18,23,16,10,11,16,17,17,16,13
Mayotte,MYT,2020-04-19,18,33,14,12,11,7,9,22,17,25
Mayotte,MYT,2020-04-26,15,12,15.8,12,18,11,11,18,16,13
Mayotte,MYT,2020-05-03,8,26,17.2,5,22,13,16,21,17,16
Mayotte,MYT,2020-05-10,28,19,17.2,11,13,19,15,19,15,14
Mayotte,MYT,2020-05-17,13,24,10.6,14,4,11,7,8,18,11
Mayotte,MYT,2020-05-24,17,20,15.4,11,15,15,15,12,14,20
Mayotte,MYT,2020-05-31,21,21,11.2,6,4,12,17,8,16,18
Mayotte,MYT,2020-06-07,11,13,15.8,8,18,18,14,12,12,19
Mayotte,MYT,2020-06-14,13,22,15.6,12,14,12,14,17,19,12
Mayotte,MYT,2020-06-21,13,9,13.6,18,13,7,8,13,22,14
Mayotte,MYT,2020-06-28,16,13,14,9,11,14,15,12,15,13
Mayotte,MYT,2020-07-05,18,17,14.2,11,11,15,12,13,14,14
Mayotte,MYT,2020-07-12,14,18,12.8,10,7,9,11,18,18,18
Mayotte,MYT,2020-07-19,16,11,14.2,10,13,13,13,13,12,14
Mayotte,MYT,2020-07-26,16,18,16.8,17,19,10,15,14,12,12
Mayotte,MYT,2020-08-02,10,20,16.4,15,13,12,16,17,13,11
Mayotte,MYT,2020-08-09,18,15,13.6,10,15,10,13,11,15,14
Mayotte,MYT,2020-08-16,22,20,16.2,9,17,17,13,16,20,16
Mayotte,MYT,2020-08-23,21,19,14,8,11,13,10,19,17,17
Mayotte,MYT,2020-08-30,13,14,14,20,10,11,9,11,21,18
Mayotte,MYT,2020-09-06,21,16,19.6,22,13,14,21,19,20,24
Mayotte,MYT,2020-09-13,23,10,13.4,11,10,12,17,8,28,21
Mayotte,MYT,2020-09-20,22,16,12.2,11,12,10,11,8,25,17
Mayotte,MYT,2020-09-27,23,23,11.8,12,9,9,11,9,15,18
Mayotte,MYT,2020-10-04,18,14,18,17,15,17,12,20,16,13
Mayotte,MYT,2020-10-11,22,10,11.4,9,9,15,9,6,23,19
Mayotte,MYT,2020-10-18,15,14,14.6,8,14,12,16,14,16,15
Mayotte,MYT,2020-10-25,18,12,18.4,13,15,16,16,23,12,17
Mayotte,MYT,2020-11-01,18,14,18,17,7,23,14,20,14,9
Mayotte,MYT,2020-11-08,21,18,14.2,10,11,13,18,10,19,22
Mayotte,MYT,2020-11-15,18,15,14.2,14,17,7,10,14,24,17
Mayotte,MYT,2020-11-22,15,21,16.2,12,14,12,16,18,15,16
Mayotte,MYT,2020-11-29,15,11,14.4,4,19,11,15,14,12,23
Mayotte,MYT,2020-12-06,21,24,16.8,9,13,25,16,12,22,29
Mayotte,MYT,2020-12-13,21,19,14,13,8,10,13,17,22,26
Mayotte,MYT,2020-12-20,36,17,16.8,12,20,16,16,11,18,33
Mayotte,MYT,2020-12-27,29,22,14,10,13,18,10,10,18,24
Mayotte,MYT,2021-01-03,,14,14,,,,,,,
Mexico,MEX,2020-01-05,36896,16958,16767,15101,14299,14312,16721,17723,18378,18245
Mexico,MEX,2020-01-12,44109,17054,16604.6,15449,14540,14583,16170,16602,20392,16868
Mexico,MEX,2020-01-19,45318,16527,16441.8,14820,14557,14163,16738,16252,24684,16727
Mexico,MEX,2020-01-26,37251,15902,16155.2,14172,14902,14118,16041,15864,33466,15964
Mexico,MEX,2020-02-02,32443,15525,16108.6,13628,15160,14444,15770,15862,28189,15558
Mexico,MEX,2020-02-09,27377,16029,16121.8,13914,15691,14330,15306,15689,23865,15718
Mexico,MEX,2020-02-16,25816,15186,15830.4,13550,15725,14165,14588,15445,21140,15576
Mexico,MEX,2020-02-23,24498,14772,15548.8,13799,15034,14278,14199,14755,18203,15000
Mexico,MEX,2020-03-01,21004,14301,15325.2,13054,14797,14456,14001,14639,16446,14787
Mexico,MEX,2020-03-08,20241,14299,14959.2,12979,14351,13844,13552,14391,15856,14455
Mexico,MEX,2020-03-15,18975,14118,14679.2,12498,14025,13948,13497,13749,14828,13887
Mexico,MEX,2020-03-22,18225,13398,14604.4,13133,13418,13878,13254,13660,14139,14550
Mexico,MEX,2020-03-29,17407,13942,14311.4,12066,13411,13307,13191,13903,14532,14314
Mexico,MEX,2020-04-05,17797,13737,14392.4,12477,12710,13470,13577,14049,13911,14421
Mexico,MEX,2020-04-12,17398,14238,14023.8,12202,12422,13210,12888,13718,13983,14058
Mexico,MEX,2020-04-19,16418,15244,13889.8,11796,11939,13212,13080,13743,13776,15539
Mexico,MEX,2020-04-26,15945,17339,14060.2,12403,12481,13363,12657,13718,13133,13893
Mexico,MEX,2020-05-03,15569,19079,13983.8,11763,12723,13016,13040,13698,14189,14568
Mexico,MEX,2020-05-10,15205,20880,13932,12059,12478,12868,12784,13792,14327,14423
Mexico,MEX,2020-05-17,14765,22581,14003.4,11732,12483,13361,13172,13590,14272,14209
Mexico,MEX,2020-05-24,14853,23508,14200.8,11856,13019,13165,13125,14160,13638,14218
Mexico,MEX,2020-05-31,14475,23452,13804.8,11608,12222,12510,13567,13438,13560,14345
Mexico,MEX,2020-06-07,14675,24494,13745.2,11876,12011,12753,13025,13382,14191,14243
Mexico,MEX,2020-06-14,14898,25135,13591,11709,11994,12724,12451,13398,13919,16593
Mexico,MEX,2020-06-21,14948,25443,13790.8,11510,12117,13154,12932,13562,13894,17101
Mexico,MEX,2020-06-28,15223,25169,13582,11571,12203,12736,12610,13111,14558,13973
Mexico,MEX,2020-07-05,16134,26160,13708.8,11583,12439,12502,12845,13496,14735,13849
Mexico,MEX,2020-07-12,17250,27180,13708,11538,12241,12822,13114,13146,15741,14189
Mexico,MEX,2020-07-19,19260,27162,13824,12003,12316,12512,13334,13276,16081,14407
Mexico,MEX,2020-07-26,21777,26404,13880.2,11947,12141,12923,13455,13256,15636,13610
Mexico,MEX,2020-08-02,24788,25351,13955.6,12083,12456,12967,12997,13596,15742,15576
Mexico,MEX,2020-08-09,26958,24155,13679.4,12237,12173,12464,12602,13242,15111,14439
Mexico,MEX,2020-08-16,28630,23015,13738.8,11739,12261,12638,12767,13610,14631,13730
Mexico,MEX,2020-08-23,27792,22055,13564.4,11670,12245,12432,12503,13293,14145,13422
Mexico,MEX,2020-08-30,27428,21159,13500.4,11680,12137,12172,12811,13023,13965,13831
Mexico,MEX,2020-09-06,25488,20504,13621.4,11668,12285,12933,12556,12986,13967,13750
Mexico,MEX,2020-09-13,24215,19733,13808,11814,12491,13333,12780,12943,14047,14045
Mexico,MEX,2020-09-20,22297,19113,13967,11957,12203,13164,12994,13838,14261,14456
Mexico,MEX,2020-09-27,20815,19199,13694.2,11560,12300,12604,12807,13521,14005,17340
Mexico,MEX,2020-10-04,19658,18785,14010.6,12484,12500,13026,12931,13433,14211,13430
Mexico,MEX,2020-10-11,18423,19164,13995.6,12397,12201,13031,13232,13438,14383,13296
Mexico,MEX,2020-10-18,17245,19212,14069.6,12063,12365,13390,13115,13736,13858,13524
Mexico,MEX,2020-10-25,16700,20018,14133.6,12221,12506,13216,13435,13611,14286,13908
Mexico,MEX,2020-11-01,16755,20698,14367.2,12153,12735,13538,13772,13959,14439,14156
Mexico,MEX,2020-11-08,16681,21865,14378,12543,12478,13258,13897,14035,14534,14518
Mexico,MEX,2020-11-15,16865,22089,14556,12217,12837,13197,14612,14238,14744,14209
Mexico,MEX,2020-11-22,16361,22669,15095.6,12542,13616,13584,15202,14855,15860,14587
Mexico,MEX,2020-11-29,16595,22905,14925.4,12597,13678,14233,14647,13793,16035,15583
Mexico,MEX,2020-12-06,16406,23890,15020.4,12830,13396,14470,14833,13894,16051,14990
Mexico,MEX,2020-12-13,16708,25674,15675.6,13526,13697,16334,15216,13926,16488,15818
Mexico,MEX,2020-12-20,17278,26873,15709.4,13542,13784,15557,16440,13545,17540,
Mexico,MEX,2020-12-27,17875,29989,16576.8,14351,14313,15492,17373,15676,18918,
Mexico,MEX,2021-01-03,,33169,16576.8,,,,,,,
Moldova,MDA,2020-01-31,4128,3477,3793.5,4013,3964,4312,3623,3992,3906,3495
Moldova,MDA,2020-02-29,3691,3098,3131.3,3476,3472,3274,3094,3277,3786,2878
Moldova,MDA,2020-03-31,4908,2708,3199.3,3681,3317,3247,3468,3220,3320,3203
Moldova,MDA,2020-04-30,4345,2275,2909.5,3578,3044,2964,3032,2866,2932,2709
Moldova,MDA,2020-05-31,3378,3873,3011.5,3282,3153,3093,3038,3428,2769,2945
Moldova,MDA,2020-06-30,3024,3339,2769.7,3023,3209,2884,2844,2825,2543,2566
Moldova,MDA,2020-07-31,2946,3355,2570.1,3070,2918,2442,2653,2704,2693,2343
Moldova,MDA,2020-08-31,2499,2707,2475.1,2682,2626,2748,2545,2711,2665,2473
Moldova,MDA,2020-09-30,3574,3467,2633.3,2898,2925,2620,3002,2658,2556,2638
Moldova,MDA,2020-10-31,4764,3829,2961.3,3320,3123,3010,3261,3029,2898,2697
Moldova,MDA,2020-11-30,4713,3736,3068.5,3391,3268,3170,3411,3039,2854,2819
Moldova,MDA,2020-12-31,3416,4852,3051.3,3469,3470,3004,3205,3045,3235,
Monaco,MCO,2020-01-31,67,46,50.1,60,48,43,72,41,53,
Monaco,MCO,2020-02-29,71,36,43.3,70,37,47,37,39,34,
Monaco,MCO,2020-03-31,66,54,41.9,50,39,40,45,49,50,
Monaco,MCO,2020-04-30,40,46,39.9,42,44,33,47,47,49,
Monaco,MCO,2020-05-31,59,38,37.3,38,40,43,38,41,42,
Monaco,MCO,2020-06-30,27,40,35.9,45,42,38,31,37,40,
Monaco,MCO,2020-07-31,41,38,40.1,54,43,37,32,48,42,
Monaco,MCO,2020-08-31,46,44,36.1,38,38,36,45,37,40,
Monaco,MCO,2020-09-30,46,45,38.3,48,35,35,45,42,47,
Monaco,MCO,2020-10-31,50,50,42.3,43,56,40,39,47,47,
Monaco,MCO,2020-11-30,36,43,49.5,66,39,56,50,50,38,
Monaco,MCO,2020-12-31,58,54,40.7,38,42,46,41,50,46,
Mongolia,MNG,2020-01-31,1151,1366,1484.9,1340,1317,1357,1486,1573,1345,1430
Mongolia,MNG,2020-02-29,1237,1298,1371.1,1292,1372,1112,1370,1358,1487,1336
Mongolia,MNG,2020-03-31,1381,1292,1508.1,1445,1457,1428,1486,1373,1496,1587
Mongolia,MNG,2020-04-30,1484,1310,1415.3,1302,1411,1206,1375,1431,1558,1344
Mongolia,MNG,2020-05-31,1403,1288,1490.9,1360,1441,1362,1432,1508,1506,1323
Mongolia,MNG,2020-06-30,1715,1306,1398.7,1418,1297,1280,1367,1280,1424,1593
Mongolia,MNG,2020-07-31,1819,1402,1446.5,1318,1341,1279,1533,1410,1438,1519
Mongolia,MNG,2020-08-31,1678,1331,1436.9,1315,1355,1347,1391,1425,1609,1442
Mongolia,MNG,2020-09-30,2026,1405,1458.9,1457,1301,1360,1460,1365,1490,1347
Mongolia,MNG,2020-10-31,2302,1427,1467.1,1348,1255,1378,1461,1542,1485,1325
Mongolia,MNG,2020-11-30,1950,1278,1382.5,1294,1348,1292,1361,1266,1472,1596
Mongolia,MNG,2020-12-31,1785,1219,1563.3,1485,1286,1411,1609,1674,1671,1691
Montenegro,MNE,2020-01-05,200,86,154.2,142,126,191,155,141,188,138
Montenegro,MNE,2020-01-12,179,118,153.4,140,129,203,127,152,221,150
Montenegro,MNE,2020-01-19,194,145,154.8,148,126,189,153,142,236,142
Montenegro,MNE,2020-01-26,173,133,147,128,155,146,119,171,261,146
Montenegro,MNE,2020-02-02,203,139,150.2,134,123,173,136,169,228,118
Montenegro,MNE,2020-02-09,205,150,136.2,141,124,143,115,142,177,134
Montenegro,MNE,2020-02-16,211,130,131,126,122,120,131,140,170,145
Montenegro,MNE,2020-02-23,220,142,149.4,162,116,133,150,170,164,148
Montenegro,MNE,2020-03-01,221,119,144.4,155,130,134,158,129,130,133
Montenegro,MNE,2020-03-08,212,141,142,163,123,115,144,149,130,134
Montenegro,MNE,2020-03-15,232,113,123.6,122,118,115,126,121,129,122
Montenegro,MNE,2020-03-22,184,126,134.4,140,144,130,126,116,130,123
Montenegro,MNE,2020-03-29,222,150,120,106,115,114,135,114,127,100
Montenegro,MNE,2020-04-05,197,118,139.4,137,136,140,151,117,130,120
Montenegro,MNE,2020-04-12,187,122,122.2,114,107,127,127,120,109,139
Montenegro,MNE,2020-04-19,193,113,120.6,121,111,116,100,139,130,133
Montenegro,MNE,2020-04-26,189,101,127.2,138,112,122,125,123,112,112
Montenegro,MNE,2020-05-03,155,112,124,108,125,105,130,136,115,111
Montenegro,MNE,2020-05-10,166,95,112.6,98,119,93,127,110,127,110
Montenegro,MNE,2020-05-17,156,115,113.2,123,99,117,102,109,129,125
Montenegro,MNE,2020-05-24,111,113,114.2,98,110,121,109,117,142,130
Montenegro,MNE,2020-05-31,144,115,113.2,114,112,122,111,91,127,119
Montenegro,MNE,2020-06-07,96,112,124.6,125,128,123,110,121,123,134
Montenegro,MNE,2020-06-14,138,113,124.8,116,121,121,116,134,,118
Montenegro,MNE,2020-06-21,125,101,118.2,89,142,116,102,126,108,120
Montenegro,MNE,2020-06-28,132,115,121.8,89,120,127,126,131,116,118
Montenegro,MNE,2020-07-05,137,154,114.2,102,109,119,108,117,135,120
Montenegro,MNE,2020-07-12,116,137,117.2,136,98,117,107,112,128,121
Montenegro,MNE,2020-07-19,132,146,116.4,118,116,103,117,112,127,115
Montenegro,MNE,2020-07-26,147,156,132.8,158,123,120,124,123,143,125
Montenegro,MNE,2020-08-02,136,151,122.6,114,128,128,120,107,139,112
Montenegro,MNE,2020-08-09,182,130,126,124,100,149,129,112,125,125
Montenegro,MNE,2020-08-16,167,112,112.2,97,104,119,96,129,121,98
Montenegro,MNE,2020-08-23,181,137,113.2,85,119,103,122,121,115,107
Montenegro,MNE,2020-08-30,168,138,108.6,87,109,92,120,119,133,104
Montenegro,MNE,2020-09-06,178,148,123,125,124,102,124,124,113,133
Montenegro,MNE,2020-09-13,193,123,111.6,96,105,103,116,122,109,107
Montenegro,MNE,2020-09-20,187,131,117.2,116,117,100,125,112,113,109
Montenegro,MNE,2020-09-27,187,154,117,92,131,141,99,106,124,124
Montenegro,MNE,2020-10-04,173,149,129,138,123,114,133,121,112,118
Montenegro,MNE,2020-10-11,199,147,120,125,109,100,123,127,118,115
Montenegro,MNE,2020-10-18,169,159,119.4,116,129,103,114,119,112,97
Montenegro,MNE,2020-10-25,193,183,120.8,117,121,120,124,106,125,116
Montenegro,MNE,2020-11-01,201,176,123,131,130,108,117,113,114,111
Montenegro,MNE,2020-11-08,178,173,124.6,121,123,109,120,134,110,110
Montenegro,MNE,2020-11-15,199,163,127.8,135,123,115,125,125,127,111
Montenegro,MNE,2020-11-22,183,197,126.8,130,103,125,132,128,107,102
Montenegro,MNE,2020-11-29,202,168,124.2,89,126,124,134,132,115,111
Montenegro,MNE,2020-12-06,165,166,129.2,124,111,133,128,134,130,111
Montenegro,MNE,2020-12-13,173,163,140.4,122,159,142,116,147,115,125
Montenegro,MNE,2020-12-20,154,194,152,123,198,133,149,141,138,112
Montenegro,MNE,2020-12-27,170,192,142.2,129,193,121,146,106,132,153
Montenegro,MNE,2021-01-03,,166,142.2,,,,,,,
Namibia,NAM,2020-01-31,1715,1616,1548.2,1431,1677,1244,1520,1590,,
Namibia,NAM,2020-02-29,1703,1442,1415.8,1242,1443,1360,1365,1390,,
Namibia,NAM,2020-03-31,1818,1588,1559,1400,1444,1676,1416,1580,,
Namibia,NAM,2020-04-30,1677,1354,1528.4,1345,1505,1469,1571,1473,,
Namibia,NAM,2020-05-31,2027,1306,1641.2,1518,1544,1694,1560,1611,,
Namibia,NAM,2020-06-30,3392,1451,1665,1688,1524,1551,1724,1559,,
Namibia,NAM,2020-07-31,2767,1588,1767.8,1696,1658,1616,1736,1854,,
Namibia,NAM,2020-08-31,2015,1559,1791.2,1681,1740,1814,1652,1790,,
Namibia,NAM,2020-09-30,1727,1431,1610.2,1545,1534,1565,1529,1599,,
Namibia,NAM,2020-10-31,1727,1597,1642,1730,1448,1551,1560,1642,,
Namibia,NAM,2020-11-30,1612,1451,1595.2,1666,1380,1427,1613,1611,,
Namibia,NAM,2020-12-31,1936,1579,1612.6,1671,1291,1474,1694,1654,,
Netherlands,NLD,2020-01-05,4145,3103,3362.2,3259,3178,3568,3343,3065,3433,4035
Netherlands,NLD,2020-01-12,3850,3364,3432.2,3430,3075,3637,3359,3262,3157,3873
Netherlands,NLD,2020-01-19,3863,3157,3368.2,3378,3062,3487,3364,3152,3192,3680
Netherlands,NLD,2020-01-26,3714,3046,3415.8,3353,3201,3626,3322,3179,3200,3443
Netherlands,NLD,2020-02-02,3655,3164,3388.2,3324,3103,3574,3403,3139,3285,3623
Netherlands,NLD,2020-02-09,3551,3196,3369.4,3271,3036,3446,3513,3183,3256,3451
Netherlands,NLD,2020-02-16,3531,3198,3413,3309,3027,3417,3660,3254,3381,3549
Netherlands,NLD,2020-02-23,3205,2959,3467.8,3383,3319,3328,3691,3220,3352,3446
Netherlands,NLD,2020-03-01,3105,3098,3389.4,3210,3185,3152,3937,3065,3234,3509
Netherlands,NLD,2020-03-08,3244,3107,3417.8,3222,3151,3054,4092,3172,3388,3787
Netherlands,NLD,2020-03-15,3044,3218,3270.2,3090,3062,2843,3733,3225,3606,3676
Netherlands,NLD,2020-03-22,3046,3614,3145.8,3052,3028,2778,3430,3043,3631,3574
Netherlands,NLD,2020-03-29,3176,4458,3121.6,3085,3037,2850,3225,3013,3564,3381
Netherlands,NLD,2020-04-05,3165,5085,2990.8,2844,3010,2764,3040,2898,3574,3272
Netherlands,NLD,2020-04-12,3140,4982,2925,2888,2767,2810,2860,2902,3517,3065
Netherlands,NLD,2020-04-19,3144,4308,2910.8,2896,2751,2713,2760,3036,3235,3232
Netherlands,NLD,2020-04-26,3121,3910,2874.4,2835,2742,2778,2663,2956,3141,2904
Netherlands,NLD,2020-05-03,3008,3383,2810,2678,2754,2769,2645,2806,3130,3019
Netherlands,NLD,2020-05-10,3017,2989,2861.4,2742,2952,2802,2641,2772,3128,3000
Netherlands,NLD,2020-05-17,2990,2777,2803.6,2720,2671,2801,2606,2822,3058,2915
Netherlands,NLD,2020-05-24,2805,2770,2799.6,2568,2713,2772,2674,2873,2924,2973
